0.284, 0.511, 0.763, 0.196, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0108515017, 0.0445133045, 0.0171971930, 0.0694380055, 0.3579999954 *   0
0.779, 0.336, 0.886, 0.648, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0751372754, 0.0408153098, 0.0149194104, 0.2586279965, 0.1105000079 *   0
0.376, 0.823, 0.688, 0.694, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0738763796, 0.0325737342, 0.0482738835, 0.0332759963, 0.3120000064 *   0
0.282, 0.958, 0.511, 0.202, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0139430215, 0.0550818351, 0.0660531466, 0.0059219995, 0.3589999974 *   0
0.674, 0.901, 0.406, 0.043, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0053008951, 0.1179757310, 0.1803603928, 0.0333629935, 0.1629999876 *   0
0.038, 0.072, 0.651, 0.517, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0004604237, 0.0004301443, 0.0004774319, 0.0176319995, 0.4810000006 *   0
0.740, 0.021, 0.689, 0.499, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0026714116, 0.0026821185, 0.0024164699, 0.3622300048, 0.1299999952 *   0
0.412, 0.001, 0.282, 0.696, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0000404320, 0.0000176600, 0.0001479080, 0.2057940002, 0.2939999998 *   0
0.511, 0.046, 0.893, 0.290, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0030436742, 0.0074517544, 0.0012575709, 0.2437469893, 0.2445000112 *   0
0.382, 0.778, 0.938, 0.758, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1056537767, 0.0337311500, 0.0092130725, 0.0424020005, 0.3090000004 *   0
0.601, 0.626, 0.451, 0.883, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0749128064, 0.0099261574, 0.1032740358, 0.1123870059, 0.1994999945 *   0
0.584, 0.962, 0.085, 0.258, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0061602244, 0.0177166158, 0.2570271593, 0.0110959962, 0.2080000043 *   0
0.863, 0.491, 0.301, 0.901, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0574584059, 0.0063134081, 0.1480946785, 0.2196334953, 0.0685000122 *   0
0.563, 0.952, 0.418, 0.303, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0339417557, 0.0780772389, 0.1559690227, 0.0135119944, 0.2184999883 *   0
0.973, 0.107, 0.802, 0.385, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0160731760, 0.0256753341, 0.0103069897, 0.4344444952, 0.0135000050 *   0
0.108, 0.085, 0.081, 0.619, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0002301380, 0.0001416520, 0.0042182102, 0.0494100012, 0.4459999986 *   0
0.130, 0.974, 0.909, 0.512, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0294649794, 0.0280838058, 0.0057612110, 0.0016900014, 0.4350000024 *   0
0.752, 0.847, 0.269, 0.354, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0303268132, 0.0553421502, 0.2328030268, 0.0575279970, 0.1240000129 *   0
0.473, 0.720, 0.236, 0.057, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0022906066, 0.0378954744, 0.1300939222, 0.0662199918, 0.2635000050 *   0
0.682, 0.321, 0.314, 0.545, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0187320622, 0.0156386931, 0.0750902451, 0.2315389904, 0.1590000093 *   0
0.812, 0.615, 0.446, 0.374, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0416492926, 0.0697124484, 0.1383282557, 0.1563099916, 0.0940000117 *   0
0.567, 0.864, 0.677, 0.539, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0893807923, 0.0764462884, 0.0791169135, 0.0385559917, 0.2165000141 *   0
0.971, 0.480, 0.925, 0.079, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0170293989, 0.1985326026, 0.0174779971, 0.2524600093, 0.0144999921 *   0
0.564, 0.006, 0.698, 0.695, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0008208062, 0.0003602099, 0.0005109840, 0.2803080052, 0.2179999948 *   0
0.980, 0.607, 0.206, 0.733, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0449113344, 0.0163592462, 0.2361594219, 0.1925700070, 0.0099999905 *   0
0.453, 0.476, 0.086, 0.926, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0085858764, 0.0006861284, 0.0985419999, 0.1186859999, 0.2734999955 *   0
0.196, 0.322, 0.982, 0.879, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0272384441, 0.0037495466, 0.0005680082, 0.0664439986, 0.4020000026 *   0
0.644, 0.297, 0.424, 0.456, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0184902591, 0.0220585547, 0.0550851823, 0.2263660007, 0.1780000031 *   0
0.912, 0.870, 0.830, 0.479, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1577239689, 0.1715536265, 0.0674424070, 0.0592799979, 0.0439999998 *   0
0.735, 0.508, 0.018, 0.706, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0023724564, 0.0009879636, 0.1833295896, 0.1808099976, 0.1324999928 *   0
0.987, 0.943, 0.785, 0.552, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2016543484, 0.1636615093, 0.1000546461, 0.0281294905, 0.0065000057 *   0
0.948, 0.483, 0.246, 0.929, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0523210355, 0.0039987001, 0.1726222726, 0.2450579987, 0.0259999931 *   0
0.090, 0.453, 0.661, 0.543, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0073166457, 0.0061578404, 0.0069105151, 0.0246150006, 0.4549999982 *   0
0.928, 0.747, 0.469, 0.125, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0203198934, 0.1422392535, 0.1840488335, 0.1173920064, 0.0360000134 *   0
0.070, 0.451, 0.003, 0.713, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0000337641, 0.0000135909, 0.0157376452, 0.0192149999, 0.4649999999 *   0
0.748, 0.427, 0.169, 0.660, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0178127156, 0.0091762464, 0.1327090383, 0.2143020125, 0.1259999871 *   0
0.297, 0.999, 0.138, 0.032, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0006551202, 0.0198173859, 0.1278789913, 0.0001484981, 0.3515000045 *   0
0.507, 0.156, 0.738, 0.494, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0144173646, 0.0147675847, 0.0103610538, 0.2139540115, 0.2464999855 *   0
0.099, 0.523, 0.046, 0.047, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0000559709, 0.0011349001, 0.0246976290, 0.0236114998, 0.4505000003 *   0
0.006, 0.292, 0.976, 0.096, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0000820777, 0.0007728983, 0.0000210240, 0.0021240000, 0.4970000000 *   0
0.745, 0.637, 0.639, 0.673, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1020426283, 0.0495808956, 0.0856589867, 0.1352174918, 0.1274999976 *   0
0.384, 0.107, 0.798, 0.454, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0074429267, 0.0089511851, 0.0041498885, 0.1714560013, 0.3079999983 *   0
0.559, 0.801, 0.167, 0.307, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0114780785, 0.0259097980, 0.1864916293, 0.0556205018, 0.2204999924 *   0
0.228, 0.337, 0.967, 0.526, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0195410101, 0.0176091976, 0.0012677938, 0.0755819986, 0.3859999999 *   0
0.336, 0.105, 0.558, 0.843, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0082977502, 0.0015453699, 0.0077968792, 0.1503599985, 0.3320000023 *   0
0.261, 0.296, 0.337, 0.360, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0046863495, 0.0083312875, 0.0256103646, 0.0918720021, 0.3694999963 *   0
0.819, 0.383, 0.408, 0.825, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0527918358, 0.0111982691, 0.0928483906, 0.2526615073, 0.0904999971 *   0
0.675, 0.384, 0.921, 0.420, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0501318720, 0.0692297317, 0.0102383998, 0.2079000025, 0.1624999940 *   0
0.021, 0.560, 0.093, 0.405, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0002214702, 0.0003253698, 0.0053331599, 0.0046199999, 0.4895000001 *   0
0.667, 0.891, 0.859, 0.226, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0576866256, 0.1975639346, 0.0418979289, 0.0363515088, 0.1665000021 *   0
0.692, 0.026, 0.533, 0.921, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0044160733, 0.0003787945, 0.0042011320, 0.3370039861, 0.1540000141 *   0
0.363, 0.499, 0.447, 0.699, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0282984005, 0.0121857203, 0.0500843828, 0.0909314990, 0.3184999973 *   0
0.604, 0.005, 0.542, 0.866, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0007087517, 0.0001096683, 0.0006915800, 0.3004899863, 0.1980000138 *   0
0.301, 0.879, 0.226, 0.120, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0035876911, 0.0263097355, 0.1023920741, 0.0182104987, 0.3495000005 *   0
0.263, 0.633, 0.946, 0.938, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0738624092, 0.0048821615, 0.0044949350, 0.0482605000, 0.3684999943 *   0
0.017, 0.867, 0.358, 0.038, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0001002547, 0.0025380265, 0.0047312191, 0.0011305002, 0.4914999995 *   0
0.427, 0.451, 0.443, 0.094, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0040096454, 0.0386461581, 0.0536326944, 0.1172114951, 0.2865000069 *   0
0.342, 0.301, 0.320, 0.035, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0005764752, 0.0158942447, 0.0350002810, 0.1195290028, 0.3289999962 *   0
0.328, 0.853, 0.956, 0.690, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0922783567, 0.0414583926, 0.0061552522, 0.0241080031, 0.3359999955 *   0
0.352, 0.403, 0.389, 0.957, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0264045794, 0.0011864122, 0.0433370076, 0.1050719999, 0.3240000010 *   0
0.407, 0.931, 0.822, 0.708, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1102603050, 0.0454745881, 0.0337236082, 0.0140415013, 0.2964999974 *   0
0.810, 0.048, 0.829, 0.073, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0011764505, 0.0149393096, 0.0033242401, 0.3855600010, 0.0949999988 *   0
0.682, 0.774, 0.011, 0.699, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0020293884, 0.0008738854, 0.2610307152, 0.0770660016, 0.1590000093 *   0
0.641, 0.369, 0.736, 0.068, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0059189016, 0.0811237640, 0.0312218255, 0.2022354953, 0.1795000136 *   0
0.821, 0.179, 0.162, 0.163, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0019402997, 0.0099633794, 0.0615758212, 0.3370204897, 0.0895000100 *   0
0.480, 0.483, 0.198, 0.808, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0185453458, 0.0044068140, 0.0929678400, 0.1240799948, 0.2600000054 *   0
0.335, 0.154, 0.498, 0.688, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0088379865, 0.0040079237, 0.0129490904, 0.1417050037, 0.3324999958 *   0
0.556, 0.887, 0.644, 0.964, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1530845332, 0.0057168520, 0.0877846190, 0.0314139929, 0.2220000029 *   0
0.819, 0.466, 0.672, 0.629, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0806602819, 0.0475754587, 0.0625912569, 0.2186730053, 0.0904999971 *   0
0.514, 0.501, 0.702, 0.196, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0177159327, 0.0726714815, 0.0383695821, 0.1282430030, 0.2430000007 *   0
0.275, 0.713, 0.895, 0.917, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0804608464, 0.0072827161, 0.0102939396, 0.0394625009, 0.3624999970 *   0
0.083, 0.631, 0.985, 0.903, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0232917121, 0.0025019891, 0.0003927971, 0.0153135001, 0.4585000016 *   0
0.809, 0.147, 0.066, 0.290, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0011380931, 0.0027863660, 0.0555370420, 0.3450385066, 0.0954999924 *   0
0.630, 0.264, 0.097, 0.965, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0077841917, 0.0002823284, 0.0750934788, 0.2318399987, 0.1850000024 *   0
0.418, 0.595, 0.653, 0.974, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0790925198, 0.0021113012, 0.0431511887, 0.0846449966, 0.2909999937 *   0
0.483, 0.297, 0.938, 0.302, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0203181121, 0.0469604079, 0.0044469793, 0.1697745058, 0.2584999949 *   0
0.764, 0.610, 0.931, 0.278, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0603097707, 0.1566318527, 0.0160783817, 0.1489799943, 0.1180000007 *   0
0.111, 0.633, 0.474, 0.386, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0064278002, 0.0102245317, 0.0184791695, 0.0203684994, 0.4444999993 *   0
0.346, 0.369, 0.303, 0.429, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0082979794, 0.0110446304, 0.0444943855, 0.1091629977, 0.3270000070 *   0
0.999, 0.288, 0.332, 0.809, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0386379934, 0.0091221953, 0.0960958069, 0.3556440108, 0.0004999936 *   0
0.435, 0.398, 0.098, 0.065, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0005514190, 0.0079319508, 0.0780816310, 0.1309350003, 0.2824999988 *   0
0.663, 0.196, 0.031, 0.081, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0001631497, 0.0018510442, 0.0629598032, 0.2665259967, 0.1685000062 *   0
0.791, 0.684, 0.055, 0.274, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0040767665, 0.0108019439, 0.2556432986, 0.1249779953, 0.1044999957 *   0
0.981, 0.993, 0.576, 0.745, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2090099640, 0.0715403215, 0.2065162033, 0.0034335143, 0.0094999969 *   0
0.603, 0.506, 0.023, 0.714, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0025053237, 0.0010035331, 0.1490501341, 0.1489410017, 0.1985000074 *   0
0.139, 0.497, 0.100, 0.485, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0016752628, 0.0017788872, 0.0310873502, 0.0349584990, 0.4305000007 *   0
0.866, 0.403, 0.914, 0.865, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1379606506, 0.0215314293, 0.0150069182, 0.2585010002, 0.0670000017 *   0
0.690, 0.246, 0.674, 0.126, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0072075004, 0.0499948831, 0.0276676186, 0.2601299968, 0.1550000012 *   0
0.645, 0.772, 0.191, 0.307, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0145988542, 0.0329544152, 0.2014167280, 0.0735299931, 0.1775000095 *   0
0.968, 0.222, 0.388, 0.759, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0316425777, 0.0100472478, 0.0657581753, 0.3765519966, 0.0160000026 *   0
0.905, 0.443, 0.033, 0.886, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0058609759, 0.0007541212, 0.1938423915, 0.2520424971, 0.0475000143 *   0
0.436, 0.609, 0.631, 0.039, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0032671401, 0.0805056813, 0.0489891813, 0.0852379920, 0.2820000052 *   0
0.115, 0.654, 0.752, 0.254, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0071828558, 0.0210961031, 0.0093260409, 0.0198950013, 0.4424999990 *   0
0.151, 0.852, 0.740, 0.016, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0007616198, 0.0468396185, 0.0167247586, 0.0111739996, 0.4245000035 *   0
0.254, 0.654, 0.881, 0.945, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0691495212, 0.0040245759, 0.0098839035, 0.0439420034, 0.3729999959 *   0
0.900, 0.555, 0.071, 0.545, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0096640767, 0.0080681736, 0.2320177463, 0.2002499915, 0.0500000119 *   0
0.327, 0.262, 0.852, 0.295, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0107666506, 0.0257304717, 0.0063398758, 0.1206629980, 0.3365000039 *   0
0.484, 0.240, 0.054, 0.389, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0012200285, 0.0019162915, 0.0549436784, 0.1839200003, 0.2580000013 *   0
0.683, 0.088, 0.275, 0.119, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0009834518, 0.0072808487, 0.0217877006, 0.3114480130, 0.1584999859 *   0
0.697, 0.907, 0.158, 0.812, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0405530210, 0.0093891245, 0.2661473684, 0.0324104994, 0.1514999866 *   0
0.560, 0.910, 0.066, 0.711, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0119567456, 0.0048600549, 0.2379832080, 0.0251999928, 0.2199999988 *   0
0.762, 0.806, 0.727, 0.016, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0035720246, 0.2196795024, 0.0838344807, 0.0739140045, 0.1189999878 *   0
0.460, 0.608, 0.961, 0.360, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0483790489, 0.0860071927, 0.0054537564, 0.0901600061, 0.2699999958 *   0
0.163, 0.032, 0.905, 0.490, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0011565177, 0.0012037224, 0.0002477601, 0.0788920011, 0.4184999987 *   0
0.293, 0.757, 0.785, 0.777, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0676432141, 0.0194136884, 0.0238436065, 0.0355994973, 0.3534999937 *   0
0.997, 0.839, 0.166, 0.680, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0472110975, 0.0222169863, 0.3488134008, 0.0802585050, 0.0015000105 *   0
0.927, 0.441, 0.799, 0.624, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1019106865, 0.0614077180, 0.0410850992, 0.2590964894, 0.0365000069 *   0
0.348, 0.957, 0.436, 0.908, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0659224751, 0.0066793703, 0.0939161527, 0.0074819968, 0.3260000050 *   0
0.867, 0.502, 0.619, 0.629, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0847293941, 0.0499755233, 0.0829120674, 0.2158830071, 0.0665000081 *   0
0.308, 0.347, 0.645, 0.767, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0264365801, 0.0080309289, 0.0189704911, 0.1005619990, 0.3460000008 *   0
0.955, 0.606, 0.127, 0.118, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0043364240, 0.0324129319, 0.2526156420, 0.1881349938, 0.0225000083 *   0
0.637, 0.032, 0.608, 0.931, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0057691615, 0.0004275748, 0.0039952645, 0.3083080113, 0.1814999878 *   0
0.788, 0.393, 0.708, 0.785, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0860580903, 0.0235700465, 0.0452138634, 0.2391579936, 0.1060000062 *   0
0.232, 0.874, 0.466, 0.159, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0075119456, 0.0397329968, 0.0541390562, 0.0146159981, 0.3840000033 *   0
0.315, 0.265, 0.783, 0.663, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0216671447, 0.0110133155, 0.0090570373, 0.1157625014, 0.3425000012 *   0
0.222, 0.219, 0.571, 0.089, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0012353590, 0.0126450794, 0.0104285615, 0.0866910015, 0.3889999986 *   0
0.721, 0.191, 0.718, 0.028, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0013842710, 0.0480539786, 0.0194172517, 0.2916445065, 0.1394999921 *   0
0.537, 0.363, 0.796, 0.492, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0381706105, 0.0394119291, 0.0198829619, 0.1710344987, 0.2314999998 *   0
0.969, 0.923, 0.610, 0.606, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1653095478, 0.1074784821, 0.1744054512, 0.0373065099, 0.0155000091 *   0
0.955, 0.218, 0.537, 0.743, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0415329648, 0.0143660479, 0.0481959829, 0.3734049960, 0.0225000083 *   0
0.611, 0.245, 0.529, 0.843, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0333780176, 0.0062163096, 0.0352531744, 0.2306524991, 0.1944999993 *   0
0.118, 0.995, 0.003, 0.433, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0000762578, 0.0000998572, 0.0585288856, 0.0002949997, 0.4409999996 *   0
0.260, 0.786, 0.096, 0.482, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0047280728, 0.0050812070, 0.0923707181, 0.0278199972, 0.3700000048 *   0
0.005, 0.668, 0.572, 0.725, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0006925490, 0.0002626910, 0.0007147599, 0.0008300000, 0.4975000001 *   0
0.859, 0.290, 0.753, 0.396, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0371408073, 0.0566491106, 0.0307650825, 0.3049450132, 0.0704999864 *   0
0.653, 0.549, 0.888, 0.622, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0990054015, 0.0601672751, 0.0200758308, 0.1472514913, 0.1735000014 *   0
0.472, 0.498, 0.228, 0.427, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0114420556, 0.0153543284, 0.0907316158, 0.1184720017, 0.2639999986 *   0
0.715, 0.764, 0.170, 0.326, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0151368644, 0.0312952343, 0.2266978908, 0.0843699974, 0.1425000131 *   0
0.009, 0.699, 0.170, 0.127, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0000679113, 0.0004668236, 0.0026107649, 0.0013544999, 0.4955000002 *   0
0.693, 0.172, 0.561, 0.953, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0318630592, 0.0015714202, 0.0261635242, 0.2869020057, 0.1534999907 *   0
0.958, 0.657, 0.436, 0.963, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1321337176, 0.0050767888, 0.1774924975, 0.1642969982, 0.0209999979 *   0
